Date,AdjClose,LogReturn
30/10/1997,2739.5,-0.028251991
31/10/1997,2739.300049,-7.30E-05
03/11/1997,2788,0.017622062
04/11/1997,2774.899902,-0.004709818
05/11/1997,2822.399902,0.016972877
06/11/1997,2781.800049,-0.014489334
07/11/1997,2707.100098,-0.02722023
12/11/1997,2694.5,-0.004665329
13/11/1997,2700.699951,0.002298322
14/11/1997,2698.899902,-0.000666734
17/11/1997,2773,0.02708552
18/11/1997,2782.600098,0.003456011
19/11/1997,2790.600098,0.002870884
20/11/1997,2821.199951,0.010905648
21/11/1997,2861.699951,0.014253528
24/11/1997,2802.5,-0.020903961
25/11/1997,2786.300049,-0.005797308
26/11/1997,2811.699951,0.009074697
27/11/1997,2829,0.006134027
28/11/1997,2854.399902,0.008938337
01/12/1997,2918.5,0.022208156
02/12/1997,2913.100098,-0.001851946
